id,name,elements,hmin,hmax,dmeas,dmeas2,colour,csystem,discovery_year,entrytype
1538,Fersmanite,"Ca,Na,Nb,Si,Ti,O,F",5,5.5,3.44,3.46,"Dark brown to golden yellow",Triclinic,1929,0
1539,Fersmite,"Ca,Ce,Na,Nb,Ta,Ti,O,F,H",4,4.5,0,0,"Black, dark brown, lemon-yellow to yellow-brown",Orthorhombic,1946,0
1540,Feruvite,"Al,Ca,Fe,Mg,Si,B,O,H",7,7,3.207,3.207,"Dark brownish-black.",Trigonal,1989,0
1541,Fervanite,"Fe,O,H,V",,,3.28,3.28,"Golden brown, yellow-brown, pale green",Monoclinic,1931,0
1542,Fetiasite,"As,Fe,Ti,O",5,5,4.6,4.6,"Brown to black",Monoclinic,1986,0
1543,Fettelite,"Ag,As,Hg,S",3.5,3.5,0,0,"Dark violet to scarlet",Monoclinic,,0
1544,Fibroferrite,"Fe,O,S,H",2,2.5,1.84,2.1,"Light yellow, golden yellow, nearly white, greenish grey, yellowish green, light green; colourless to faint yellow in transmitted light.",Trigonal,1833,0
1545,Fichtelite,"C,H",,,0,0,"Colorless, white, pale yellow",Monoclinic,1841,0
1547,Fiedlerite,"Cl,Pb,O,F,H",3.5,3.5,5.88,5.88,"Colourless, white; colourless in transmitted light.",Monoclinic,1887,0
1548,Filipstadite,"Fe,Mn,Sb,O",6,6.5,0,0,"Black",Isometric,1988,0
1549,Fillowite,"Ca,Mn,Na,O,P",4.5,4.5,3.43,3.43,"Greenish yellow to yellow green, yellowish brown, reddish brown; colourless; colourless to yellow in transmitted light.",Trigonal,1879,0
1550,Fingerite,"Cu,O,V",,,0,0,"black",Triclinic,1983,0
1551,Finnemanite,"As,Cl,Pb,O",2.5,2.5,7.265,7.265,"Gray to black; pale olive-green in transmitted light",Hexagonal,1923,0
1552,Fischesserite,"Ag,Au,Se",2,2,0,0,"Black",Isometric,1971,0
1554,Fizélyite,"Ag,Pb,Sb,S",2,2,5.56,5.56,"Lead grey to steel gray",Monoclinic,,0
1555,Flagstaffite,"O,C,H",,,1.09,1.09,"Colourless",Orthorhombic,1920,0
1556,Fleischerite,"Ge,Pb,O,S,H",2.5,3,0,0,"White, slightly pale rose red",Hexagonal,1957,0
1557,Fletcherite,"Cu,Ni,S",5,5,0,0,"Steel gray",Isometric,1977,0
1558,Flinkite,"As,Mn,O,H",4.5,4.5,3.87,3.87,"Green-brown, dark green; Brownish yellow-green in transmitted light.",Orthorhombic,1889,0
1559,Fülöppite,"Pb,Sb,S",2.5,2.5,5.23,5.23,"Lead grey, tarnishing to steel blue or bronzy",Monoclinic,,0
1560,Florencite-(Ce),"Al,Ce,O,P,H",5,6,3.45,3.54,"Pale yellow to butterscotch-yellow, red-orange, pink, pale brown, colorless to gray; colorless to pale yellow in thin section, may be zoned.",Trigonal,,0
1561,Florencite-(La),"Al,La,O,P,H",5,6,3.52,3.52,"Colorless to pale yellow; white in aggregates.",Trigonal,,0
1562,Florencite-(Nd),"Al,Nd,O,P,H",5,6,0,0,"Moderate brown",Trigonal,,0
1563,Florensovite,"Cr,Cu,Sb,Zn,S",5,5,0,0,"Black",Isometric,1989,0
1564,Fluckite,"As,Ca,Mn,O,H",3.5,4,0,0,"colorless, pale pink, pale rose red",Triclinic,1980,0
1565,Fluellite,"Al,O,P,F,H",3,3,2.139,2.17,"Colourless, white, yellow",Orthorhombic,1824,0
1566,Fluoborite,"Mg,B,O,F,H",3.5,3.5,2.98,2.98,"Colourless, violet or white; colourless in transmitted light",Hexagonal,1926,0
1567,Fluocerite-(Ce),"Ce,F",4.5,5,5.93,6.14,"Light yellow; darkening to yellow- and red-brown; colourless to pale pink (transmitted light)",Trigonal,,0
1568,Fluocerite-(La),"La,F",4,5,0,0,,Trigonal,,0
1572,Fluorapatite,"Ca,O,P,F",5,5,3.1,3.25,"Colourless to white when pure, also green, blue, pink, yellow, brown, violet, purple.",Hexagonal,1823,0
1573,Fluorapophyllite-(K),"Ca,Si,O,K,F,H",4.5,5,2.33,2.37,"Colourless, pale green, aquamarine, white, pink, yellow",Tetragonal,1976,0
1574,Fluorbritholite-(Ce),"Ca,Ce,Si,O,F",5,5,4.66,4.66,"Pale yellow, tan, reddish-brown",Hexagonal,,0
1575,Fluorellestadite,"Ca,Si,O,F,S",4.5,4.5,3.03,3.03,"Blue to pale bluish, light rose-red, yellow",Hexagonal,1982,0
1576,Fluorite,"Ca,F",4,4,3.175,3.56,"Purple, lilac, golden-yellow, green, colourless, blue, pink, champagne, brown. ",Isometric,1529,0
1578,Foggite,"Al,Ca,O,P,H",4,4,2.78,2.78,"Colorless to snow-white",Orthorhombic,1973,0
1579,Foitite,"Al,Fe,Si,B,O,H",7,7,3.17,3.17,"Dark indigo with purple tints to bluish-black",Trigonal,1993,0
1580,Fontanite,"Ca,O,C,H,U",3,3,4.10,4.10,"Bright yellow",Monoclinic,1991,0
1581,Foordite,"Nb,Sn,O",6,6,6.73,6.73,"Dark brown, yellowish brown, olive brown",Monoclinic,1988,0
1582,Formanite-(Y),"Ta,O,Y",5.5,6.5,0,0,"Pale green to colorless",Tetragonal,,0
1583,Fornacite,"As,Cr,Cu,Pb,O,H",2,3,6.27,6.27,"Deep olive-green; golden yellow in transmitted light (small grains).",Monoclinic,1915,0
1584,Forsterite,"Mg,Si,O",7,7,3.275,3.275,"Green, pale yellow or white.",Orthorhombic,1824,0
1585,Foshagite,"Ca,Si,O,H",3,3,2.73,2.73,"White",Triclinic,1925,0
1586,Foshallasite,"Ca,Si,O,H",,,0,0,,,1936,0
1587,Fourmarierite,"Pb,O,H,U",3,4,6.046,6.046,"Red-orange to golden red, carmine red, reddish brown to brown;",Orthorhombic,1924,0
1588,Fraipontite,"Al,Si,Zn,O,H",3.5,4,3.08,3.10,"Yellowish white to bluish",Monoclinic,1927,0
1589,Francevillite,"Ba,O,H,U,V",3,3,4.55,4.55,"Lemon-yellow, yellow-orange, orange, greenish yellow, green, brown",Orthorhombic,1957,0
1590,Franciscanite,"Mn,Si,O,H,V",4,4,4.1,4.1,"Brown red, red",Trigonal,1984,0
1591,Francisite,"Bi,Cl,Cu,Se,O",3,4,0,0,"Bright green",Orthorhombic,1990,0
1592,Franckeite,"Fe,Pb,Sb,Sn,S",2.5,3,5.90,5.90,"Grey-black, black; iridescent at times",Triclinic,1893,0
1593,Francoanellite,"Al,O,P,K,H",1,2,2.26,2.26,"Yellowish white",Trigonal,1976,0
1594,Françoisite-(Nd),"Ce,Nd,Sm,O,P,H,U",3,3,4.06,4.06,"Yellow",Monoclinic,,0
1595,Franconite,"Na,Nb,O,H",4,4,2.72,2.72,"White, colorless, grayish blue.",Monoclinic,1984,0
1596,Frankdicksonite,"Ba,F",3,3,4.89,4.89,"Colourless",Isometric,1974,0
1597,Franklinfurnaceite,"Ca,Fe,Mn,Si,Zn,O,H",3,3,3.66,3.66,"Dark reddish brown to brownish black",Monoclinic,1987,0
1598,Franklinite,"Fe,Zn,O",5.5,6,5.07,5.22,"Black",Isometric,1819,0
1599,Franklinphilite,"Al,Mg,Mn,Na,Si,Zn,O,K,H",4,4,2.6,2.8,"Dark brown, black",Triclinic,1992,0
1600,Fransoletite,"Be,Ca,O,P,H",3,3,2.56,2.56,"Colorless to slightly whitish",Monoclinic,1982,0
1601,Franzinite,"Al,Ca,Na,Si,O,K,S,H",5,5,2.46,2.52,"Colourless, pearl white",Hexagonal,1976,0
1602,Freboldite,"Co,Se",2.5,3,0,0,"Copper-red",Hexagonal,1957,0
